mac gamer gear: like chess? get jin. ,Apr 11 2005 12:00AM,c.k. sample,  , the program is a little un-os x like in its java-forged  interface but jin is one of the better chess programs for os x compatible with  both the internet chess club and the free  internet chess server. a new version was released over the weekend so go grab yourself a copy and get online.        the free internet chess server is a good place to play games on the cheap but unfortunately it is often sparsely  populated. if you spend the $50 for a year membership with the internet chess club you will always find someone  willing to play and if you see cks3 in the list of players seeking a game iand#8217;ll be happy to destroy you with my 1337  chess skills. ;- ,667,3,0,1, http://www.tuaw.com/2005/04/11/mac-gamer-gear-like-chess-get-jin/#comments ,http://www.tuaw.com/2005/04/11/mac-gamer-gear-like-chess-get-jin/,,
joe and sally want to iblog ,Apr 12 2005 12:00AM,c.k. sample,  , iblog you blog we all blogandhellip; iblog just emerged in a new  iteration and since several people in the joe andamp; sally blogging posts keep screaming and#8220;iblog iblog iblogand#8221; i thought  iand#8217;d post about it.        if you already have a .mac membership love ilife to death like the simplicity of the mac gui and fear all of my  terminal tips posts then iblog very well could be the beautiful little blogging app for which youand#8217;ve been looking.  itand#8217;s the blogging app that would be part of ilife if ilife included a blogging app. it functions as a newsreader and  blog-manager / publishing system through which you can manage multiple blogs hosted wherever you like.andnbsp; sure  with a product like iblog you feel pressured to use it with your idisk but the product actually can work with nearly  any server space you can come up with including local installations that you want to share via os xand#8217;s integrated  web-sharing. ,971,1,0,4, http://www.tuaw.com/2005/04/12/joe-and-sally-want-to-iblog/#comments ,http://www.tuaw.com/2005/04/12/joe-and-sally-want-to-iblog/,,
want to get your boss to buy you an ipod photo? ipresent it ,Apr 12 2005 12:00AM,c.k. sample,ipod family:&:software , file this under: who cares if the software really works or not? go have a conversation with your boss:        you: andldquo;hey boss i need an ipod photo.andrdquo;     boss: andrdquo;! *grumble* budget tightandhellip; *mutter* no.andrdquo;     you: andldquo;but boss thereandrsquo;s this great $17.95 program for mac called  ipresent it that converts powerpoint presentations into a  special ipod photo format.andnbsp; no more need to risk the company laptop for special presentation  events.andnbsp; iandrsquo;ll just take the ipod photo instead.andrdquo;     boss: andrdquo;?andrdquo;     you: *show boss the picture to the right*     boss: andldquo;good idea!andnbsp; iandrsquo;m glad i thought of it! get one for you and one for me too! get the budget  code from felix.andrdquo;     you: andldquo;thanks boss!andrdquo;        psandmdash;laurie thinks that this post is totally ripping off  one of her old ones which imho is merely a repost  of an engadget post. ,967,2,0,1, http://www.tuaw.com/2005/04/12/want-to-get-your-boss-to-buy-you-an-ipod-photo-ipresent-it/#comments ,http://www.tuaw.com/2005/04/12/want-to-get-your-boss-to-buy-you-an-ipod-photo-ipresent-it/,,
whats your favorite os x upgrade superstition? ,Apr 12 2005 12:00AM,c.k. sample,os , russell beattie has recently jumped on the apple / os x bandwagon but heandrsquo;s never been through a major upgrade of  the os before and ponders aloud on his blog: andrdquo;what  is upgrading a mac like? iandrsquo;m about to do it twice so i hope itandrsquo;s painless as you would expect an apple upgrade to be  but i donandrsquo;t know. is it one of those things where youandrsquo;re better off wiping the drive? hmmm. i guess weandrsquo;ll see in a  bit.andrdquo;        i personally ascribe to a rather foolhardy andrdquo;damn the  torpedoes full speed ahead!andrdquo; approach to major upgrades to os x but i was wondering what rituals you may go  through when upgrading.andnbsp; does anybody out there have a set routine or some archane pagan vodoo-ritual that you  will go through before installing tiger?        discuss. ,833,2,0,15, http://www.tuaw.com/2005/04/12/whats-your-favorite-os-x-upgrade-superstition/#comments ,http://www.tuaw.com/2005/04/12/whats-your-favorite-os-x-upgrade-superstition/,,
tiger specials on the apple store ,Apr 12 2005 12:00AM,c.k. sample,ilife:&:os:&:software , if you head over to the apple store to drool over and possibly even  pre-order tiger youandrsquo;ll notice a few interesting tidbits in the upper-righthand corner of the page under the  subheading andldquo;tiger center.andrdquo; thereandrsquo;s the tiger family pack for those of you that were worried that the 5 license copy  for $199 would not be an option with tiger.andnbsp; thereandrsquo;s also a link to an exclusive offer !!!:andnbsp; essentially  if you pre-order tiger through the apple store youandrsquo;ll gain access to an exclusive online seminar about tiger.andnbsp; i  know that scott mentioned this in his post already  but stealing from scott is in vogue and by mentioning it again i can ask: has anybody travelled to the future see  comments and checked this out yet? if so please do tell us about it in the comments.         most interesting is the ilife + iwork savings bundle where you can purchase tiger ilife and iwork together for only  $249.andnbsp; unfortunately this bundle offer isnandrsquo;t available at a reduced cost on the apple store for education and it  doesnandrsquo;t look like theyandrsquo;ll ship ilife and iwork on their own before the official tiger ship date. ,1204,2,0,4, http://www.tuaw.com/2005/04/12/tiger-specials-on-the-apple-store/#comments ,http://www.tuaw.com/2005/04/12/tiger-specials-on-the-apple-store/,,
former apple retail part-timer tells not-much-at-all ,Apr 12 2005 12:00AM,laurie a. duncan,  , eric gruber a young man who - for reasons not entirely clear - calls himself grubesteak has posted a shiny happy account of his brief stint as a part-time mac specialist at the country club plaza apple store in kansas city mo.just in case you doubted it turns out that working apple retail is pretty much like working any other high-end retail operation - only no one told that to eric.[via ifo apple store] ,409,4,0,5, http://www.tuaw.com/2005/04/12/former-apple-retail-part-timer-tells-not-much-at-all/#comments ,http://www.tuaw.com/2005/04/12/former-apple-retail-part-timer-tells-not-much-at-all/,,
istory creator ,Apr 12 2005 12:00AM,c.k. sample,gaming:&:ipod family:&:software , since scott posted about where to get your ipod gaming  on i thought iandrsquo;d jump in and talk a little bit about a way to create your own games for the ipod.  istory creator is a little free app that i wrote about  in ipod andamp; itunes hacks and which has just come out with an update.andnbsp; remember those choose your own  adventure books you used to read as a kid? istory creator helps you design these types of stories as mini-games  playable through the ipodandrsquo;s note interface. check it out. ,512,2,0,0, http://www.tuaw.com/2005/04/12/istory-creator/#comments ,http://www.tuaw.com/2005/04/12/istory-creator/,,
ipods play music too? ,Apr 12 2005 12:00AM,scott mcnulty,ipod family , youandrsquo;re tired of listening to music on your ipod and you are looking for other options arenandrsquo;t you? look no further  than ipod arcade which according to yahoo! is the number one source of free games  for the ipod and they should know becauseandhellip; um theyandrsquo;re yahoo!.         amongst the various offerings on the site you will find the oc  trivia zoo quest and many many more. the selections are  arranged by ipod type which is a nice touch and of course theyandrsquo;re free because who would pay for this stuff?. ,541,3,0,1, http://www.tuaw.com/2005/04/12/ipods-play-music-too/#comments ,http://www.tuaw.com/2005/04/12/ipods-play-music-too/,,
mac os x 10.3 fonts ,Apr 12 2005 12:00AM,scott mcnulty,  , i love appleand#8217;s knowledge base and iand#8217;m not afraid to admit it. sure sometimes it has seemingly silly articles and  i donand#8217;t think it is as comprehensive as a certain software company in redmondand#8217;s similar offer though to be fair apple  has cornered the market on apple related knowledge base articles.             lots of macs users out there are big fans of fonts. they install fonts by the bucket load and want to get rid of  fonts that they arenand#8217;t using. however if you delete fonts that ship with the os wacky things start to happen. enter  apple knowledge base article number 25710. it lists  all the fonts installed by os x and more importantly which fonts you should never disable.             happy fonting. ,754,1,0,3, http://www.tuaw.com/2005/04/12/mac-os-x-10-3-fonts/#comments ,http://www.tuaw.com/2005/04/12/mac-os-x-10-3-fonts/,,
an apple a day keeps the doctor in business ,Apr 12 2005 12:00AM,laurie a. duncan,  , macpractice inc has announced that they  will soon be shipping their new suite of healthcare practice management software for mac os x. although their  website still boldly proclaims and#8220;all products will ship in marchand#8221; iand#8217;m guessing thatand#8217;s akin to having a 3pm  doctorand#8217;s appointment where youand#8217;re still sitting in the waiting room at 3:45 waiting to be seen.            macpractice md for physicians  macpractice dds for dentists and  macpractice dc for chiropractors pick up where the  no-longer-updated medimac dentalmac and chiromac left off. in fact the developers are one and the same.            features of the upcoming releases include integrated accounting patient and insurance billing and tracking patient  follow up prescription management medical and dental imaging and robust to-do functions.            i kid but i know and support a lot of mac-loyal medical professionals who have been waiting patiently for this moment  to finally arrive. i hope they wonand#8217;t be disappointed. ,1044,4,0,3, http://www.tuaw.com/2005/04/12/an-apple-a-day-keeps-the-doctor-in-business/#comments ,http://www.tuaw.com/2005/04/12/an-apple-a-day-keeps-the-doctor-in-business/,,
tuaw reader poll: what tiger bits do you hate? ,Apr 12 2005 12:00AM,c.k. sample,os:&:features , since some of the tuaw bloggers *cough laurie  cough* are into stealing other tuaw bloggersandrsquo; posts *cough  scottandrsquo;s cough* re-releasing the post as a snazzy new  poll a month after the fact; and since iandrsquo;m the big old grinch who sits perched atop tuaw mountain complaining about  every last thing that apple does while muttering arcane acronyms like drm and itms i thought iandrsquo;d weigh in with my own  anti-poll.andnbsp; one can only hope that laurie comes along 2 days from now and reinvents this post as something that  gets a landslide of reader attention and comments.        in any case what feature of tiger are you least anticipating?andnbsp; what little bit of os xandrsquo;s move from 10.3 to 10.4  has you waking up in cold sweats in the middle of the night? what part of tiger do you think will be an interface  nightmare and the buggiest piece of code that apple has released since that doggie-themed browser they released back in  the classic days what was its name again?? discuss. ,1024,2,0,28, http://www.tuaw.com/2005/04/12/tuaw-reader-poll-what-tiger-bits-do-you-hate/#comments ,http://www.tuaw.com/2005/04/12/tuaw-reader-poll-what-tiger-bits-do-you-hate/,,
tiger pounces on april 29th but at what cost? ,Apr 12 2005 12:00AM,scott mcnulty,  , the latest rumor is that tiger will be available  for preorder today so that youand#8217;ll receive it on friday april 29th; the day that shall henceforth be known as and#8216;tiger  dayand#8217; iand#8217;m so clever.             where did laurie get this headline information? a secret tuaw mole buried deep within cupertino hi don!? think  secretand#8217;s ace reporting? tea leaves?             nope appleand#8217;s website has been tigerfied and all of that information comes  directly from the mothership.             however in the heat of the moment we all know how excited the ladies can get over os upgrades laurie forgot to  mention how much tiger will set you back. tiger can be yours for the low low price of $129 or $69 for you education  folks and if you preorder now from apple youand#8217;ll get access to an and#8216;exclusive online seminarand#8217; no doubt detailing all  the uber cool new features.        since appleand#8217;s os x pages are completely devoted to tiger what better time to let us know  what features you are anticipating just fill out the  survey iand#8217;m frightened of what laurie will do if you donand#8217;t? ,1156,4,0,11, http://www.tuaw.com/2005/04/12/tiger-pounces-on-april-29th-but-at-what-cost/#comments ,http://www.tuaw.com/2005/04/12/tiger-pounces-on-april-29th-but-at-what-cost/,,
the countdown begins: 17 days till tiger ,Apr 12 2005 12:00AM,laurie a. duncan,  , apple announced this morning that they will  unleash tiger on april 29th - 6pm to be exact.        after a brief period of downtime at apple.com the  site is back up with an official tiger release date and more  detailed info on the highly anticipated os.        a few things youand#8217;ll care aboutandhellip;             mac os up-to-date program:       if you purchased a new mac on or after april 12 that doesnand#8217;t include tiger you can upgrade for just the cost of the  $9.95. learn more. the program ends on july 22nd 2005. your order  must be postmarked or faxed by july 9th 2005. no whining if you miss the deadline!    media exchange  program:        tiger ships on a dvd but if your mac doesnand#8217;t have a built-in dvd-rom player you can order the installer on  multiple cd-roms. when you buy mac os x tiger you qualify to purchase tiger cds for only $9.95.  download the order form.            now that you are getting a closer look at what tiger has in store donand#8217;t forget to take our survey:  which mac os x tiger feature are you most looking forward  to? ,1088,6,0,5, http://www.tuaw.com/2005/04/12/the-countdown-begins-17-days-till-tiger/#comments ,http://www.tuaw.com/2005/04/12/the-countdown-begins-17-days-till-tiger/,,
make an ipod shuffle with food and win ,Apr 12 2005 12:00AM,scott mcnulty,  , mike davidson is holding a rather  amusing contest on his blog. the prize  is an ipod shuffle though the contest itself is far more interesting than the prize.             basically mike is encouraging you to play with your food by making an ipod shuffle sculpture made entirely of edible  products. now color isnand#8217;t an issue so you can feel free to use lime jello to your heartand#8217;s content.             my current favorite entry is the  spam ipod shuffle. ,471,3,0,1, http://www.tuaw.com/2005/04/12/make-an-ipod-shuffle-with-food-and-win/#comments ,http://www.tuaw.com/2005/04/12/make-an-ipod-shuffle-with-food-and-win/,,
wonder whatand#8217;s in store? ,Apr 12 2005 12:00AM,laurie a. duncan,  , as of 8:25 am et ,18,1,0,3, http://www.tuaw.com/2005/04/12/wonder-whats-in-store/#comments ,http://www.tuaw.com/2005/04/12/wonder-whats-in-store/,,
tinyapps for os x ,Apr 12 2005 12:00AM,scott mcnulty,software , bloat. it is an epidemic in software these days cheered on by feature creep. mac users are lucky in that there are  lots of software developers out there who are committed to making cool little applications that are good at one  thing.        tinyapp.org a website devoted to very small applications has an  os x section that lists a bunch of useful applications for your perusal.  theyandrsquo;re small theyandrsquo;re free and theyandrsquo;re waiting for you. ,463,3,0,2, http://www.tuaw.com/2005/04/12/tinyapps-for-os-x/#comments ,http://www.tuaw.com/2005/04/12/tinyapps-for-os-x/,,
do you close  minimize or hide? ,Apr 13 2005 12:00AM,scott mcnulty,os , brent simmons asks an interesting question do you minimize hide or close your windows? thanks to the wonders of the mac os we have more choices than ever when controlling our windows though gone are the days of collapsing the window into the title bar unless you use a haxie.i myself am a big hider which i use in combination with application switcher to really be productive. how about yourself? ,398,3,0,26, http://www.tuaw.com/2005/04/13/do-you-close-minimize-or-hide/#comments ,http://www.tuaw.com/2005/04/13/do-you-close-minimize-or-hide/,,
tiger engineer trading cards ,Apr 13 2005 12:00AM,scott mcnulty,humor:&:os:&:cult of mac , andnbsp;they may not be a pin up calendar but martin pittenauer has created tiger engineer trading cards:look at them in all their glory here.[via mike zornek] ,161,5,0,3, http://www.tuaw.com/2005/04/13/tiger-engineer-trading-cards/#comments ,http://www.tuaw.com/2005/04/13/tiger-engineer-trading-cards/,,
apple financial reports: cha-ching! ,Apr 13 2005 12:00AM,c.k. sample,apple corporate:&:ipod family:&:rumors , apple released their second quarter financial results today with a net profit of $290 million or $.34 per diluted share with 70% revenue growth and a 530% increase in net income.andnbsp; according to the report andquot;apple shipped 1070000 macintoshandreg; units and 5311000 ipods during the  quarter representing a 43 percent increase in cpu units and a 558  percent increase in ipods over the year-ago quarter.andquot; not too shabby.most likely while smirking as in the picture to the right steve jobs said andquot;apple is firing on all cylinders and we have some incredible new  products in the pipeline for the coming year starting with mac os x  tiger later this month.andquot; i wonder what he means by new: new in the line like g5 powerbooks or new as in brand-spanking? if all this financial news has you in a tizzy be sure to check out the q2 2005 financial results conference call which begins streaming live today at 2pm pdt. now if youll excuse me i have to find someone to bludgeon me with an enormous stick for not investing a large chunk of change in apple stock immediately following my wedding. ,1116,1,0,2, http://www.tuaw.com/2005/04/13/apple-financial-reports-cha-ching/#comments ,http://www.tuaw.com/2005/04/13/apple-financial-reports-cha-ching/,,
terminal tips: ping ,Apr 13 2005 12:00AM,c.k. sample,how-tos:&:tips and tricks , this one is simple.andnbsp; if you want to check out the connection speed between your mac and the computer of your friend who lives in india to make sure that there will be minimal lag in the quake frag-fest on which you are both about to embark launch the terminal in /applications/utilities/ and type ping followed by your friends ip address. for example googles ip address is 64.233.161.104.andnbsp; if you type this address in your browser googles familiar front page will pop up.andnbsp; in the terminal type ping 64.233.161.104 and hit return. your mac will send out a little andquot;helloandquot; and the remote google computer will send back a little andquot;hi.andquot; they will continue having this little conversation until you hit ctrl+c. each time they successfully communicate the terminal will list the ammount of time it took for the data to be transfered in milliseconds.andnbsp; the less time between andquot;helloandquot; and andquot;hiandquot; the better your chances of having a lag-free quake game. if you want to find out more info about ping simply type man ping in the terminal. ,1107,0,0,3, http://www.tuaw.com/2005/04/13/terminal-tips-ping/#comments ,http://www.tuaw.com/2005/04/13/terminal-tips-ping/,,
17 things you can do with iwork ,Apr 13 2005 12:00AM,c.k. sample,software:&:how-tos:&:productivity:&:tips and tricks , if you have iwork but havent used it much yet then be sure to check out 17 things you might not know you could do with iwork by giles turnbull.  heres the teaser: andquot;if youve installed iwork on your hard drive but havent had a chance to really dig into it yet maybe this article will inspire you to do so. giles turnbull takes you on a romp through this production suite showing you lots of fun and useful things to do with it.andquot; the article mentions some interesting bits like how to clean up the html output of pages via bbedits html tidy command. ,562,1,0,0, http://www.tuaw.com/2005/04/13/17-things-for-iwork/#comments ,http://www.tuaw.com/2005/04/13/17-things-for-iwork/,,
new to mac / switcher tips: look for andquot;crossgradesandquot; ,Apr 13 2005 12:00AM,c.k. sample,switchers:&:tips and tricks , macdailynews has a good little bit of advice for those of you who have recently converted to macintosh: dont forget to try to crossgrade your software. rather than spending all your money buying brand new full versions of software you already own in windows contact the manufacturer tell them that you have recently switched to mac and ask them if they have any cross-platform upgrade policy.  more often than not youll save yourself a good chunk of change and get the software at a reduced upgrade price. ,507,1,0,8, http://www.tuaw.com/2005/04/13/new-to-mac-switcher-tips-look/#comments ,http://www.tuaw.com/2005/04/13/new-to-mac-switcher-tips-look/,,
joe andamp; sally want to livejournal ,Apr 13 2005 12:00AM,c.k. sample,software:&:tips and tricks , if youre less interested in producing a weblog with tons of readers but more interested in keeping a personal online journal that you share with a few far-flung friends or if you want to join one of the largest online journal communities for a sort-of journal-as-large-and- slower-chatroom type of experience then livejournal may very well be the blogging solution for you.andnbsp;   although paid members can edit their templates livejournal is for the most part a blogging space that focuses on the writing and the community aspects of the blogging experience. since youre on a mac there are a variety of desktop clients for posting your entries to your livejournal and one of the most popular comes in both classic and os x flavors: phoenix. check it out. ,760,2,0,4, http://www.tuaw.com/2005/04/13/joe-and-sally-want-to-livejournal/#comments ,http://www.tuaw.com/2005/04/13/joe-and-sally-want-to-livejournal/,,
if apple.com can get a makeover so can tuaw! ,Apr 13 2005 12:00AM,laurie a. duncan,odds and ends , out with the old and in with the new. those of you who still visit us using apple.weblogsinc.com please  change your bookmarks to reflect our snazzy new 4-letter domain: tuaw.com.        a huge thank you to brian and the gang behind the scenes who successfully migrated tuaw to its new home today. weandrsquo;ve  still got a few loose ends to tie up almost 2000 posts to file and check out all the categories we get to fill! but  we should be up to speed soon. thanks for your patience while we complete the renovations. ,522,1,0,19, http://www.tuaw.com/2005/04/13/if-apple-com-can-get-a-makeover-so-can-tuaw/#comments ,http://www.tuaw.com/2005/04/13/if-apple-com-can-get-a-makeover-so-can-tuaw/,,
isight 1.0.3 ,Apr 14 2005 12:00AM,c.k. sample,multimedia:&:peripherals:&:software:&:video , run software update now to get isight update 1.0.3 980 kb which andquot;improves the isights audio performance. this update is recommended for isight users running mac os x 10.3.7 and later.andquot; no restart required.is it just me or does the isight icon look different in the updater window?andnbsp; perhaps isight 2.0 is around the corner? ,345,0,0,1, http://www.tuaw.com/2005/04/14/isight-1-0-3/#comments ,http://www.tuaw.com/2005/04/14/isight-1-0-3/,,
ipod dj mixer ,Apr 14 2005 12:00AM,c.k. sample,audio:&:ipod family:&:peripherals , ive always wanted to be a dj.andnbsp; i think dj c.k. is a good handle and i like music.andnbsp; however ive never been a big lp collector which would seem to be a prerequisite for the position. on the other-hand i am an ipod connoisseur so the numark prototype ipod dj mixer photos floating around have my interest piqued. supposedly a consumer level version is due in a few months for $250-350 with a pro version to follow for more money. this thread has all the interesting details. as the pics are just of the prototype theres no guarantee the product will ever see the light of day; it may be a mere wish as fanciful as my dj career. [via engadget] ,655,2,0,1, http://www.tuaw.com/2005/04/14/ipod-dj-mixer/#comments ,http://www.tuaw.com/2005/04/14/ipod-dj-mixer/,,
imovie hd  idvd  and iphoto updates available ,Apr 14 2005 12:00AM,c.k. sample,ilife , if you have ilife 05 run software update now to grab idvd 5.0.1 update 2.6mb imovie hd 5.0.2 update 2.7mb and iphoto 5.0.2 update5.5mb. there are also standalone updaters available from the pages linked above.andnbsp; the idvd update deals with improvements in idvds andquot;general stabilityandquot; and integration with imovie the imovie update fixes issues with video and audio syncing when working with dv and the iphoto update andquot;improves the stability of book layout slideshows and more.andquot; ,508,3,0,3, http://www.tuaw.com/2005/04/14/imovie-hd/#comments ,http://www.tuaw.com/2005/04/14/imovie-hd/,,
buy apple stock ,Apr 14 2005 12:00AM,c.k. sample,apple corporate:&:ipod family , apple reports record earnings yesterday and the stock falls today. w.d. crotty of the motley fool wonders why? and answers: andquot;in a word ipod. the company may be called apple computer but perhaps it should be called apple computer and ipod given that while computer sales were $1.5 billion ipod revenues werent far behind at a cool billion. .andnbsp;.andnbsp;. but the same market newness thats opened the door for the ipods growth has invited competition into apples arena -- an arena with fickle tastes to boot.andquot; do the ipods have you smirking now steve?confession: i am one of the most business-naive people you will ever meet; however i dont think crottys assessment is on target. i do think jobs is still smirking above his ipod minions because he knows that todays drop was a total fluke. buy apple stock up as quickly as you can because i have a feeling* that apples going to return to their market-defying climb uphill shortly and quickly.*dont blame me if this hunch doesnt pay off.andnbsp; i am a superstitious and poor man who tends to doze off when people start talking stocks and bonds. ,1113,2,1,5, http://www.tuaw.com/2005/04/14/buy-apple-stock/#comments ,http://www.tuaw.com/2005/04/14/buy-apple-stock/,,
new pspware vs. new ipsp ,Apr 14 2005 12:00AM,c.k. sample,gaming:&:portables:&:software , theres a new version of pspware available that adds profiles for your memory stick duo cards. now you can sync multiple memory stick duo cards used in your psp to your mac rather than just one. this is a nice feature that id like to see appear in ipsp the mac to psp solution that i chose.andnbsp; it would be a good way to share a psp between two different people.andnbsp; each person gets a memory card with that persons game saves and files on it.one thing that the newer version of ipsp has over this new pspware is the ability to sync pdf files to the psp as an ebook-esque folder of images. print whatever you can find online to pdf then launch it in ipsp to convert and copy it over to the playstation portable.last night i lay in bed in the dark reading martin luthers large catechism on my psp. then i played metal gear ac!d.andnbsp; now thats living! ,862,3,0,0, http://www.tuaw.com/2005/04/14/new-pspware/#comments ,http://www.tuaw.com/2005/04/14/new-pspware/,,
think different about tivo ,Apr 14 2005 12:00AM,c.k. sample,peripherals:&:software:&:video , once again i am happy that i chose replaytv over tivo when i was shopping for a pvr.andnbsp; pvrblog reports that tivo is not planning on releasing a mac-compatible tivo-to-go solution and the new microsoft-based proprietary drm will interfere with all the old methods for grabbing your video off of your tivo box. pvrblog notes: andquot;the bummer is that of all the tivo owners i know at least half of them use macs and now that tivo has closed the drm holes  in their latest version those mac owners cant legitimately play back  shows on their own computers in their own homes using the old method.  a sad day for mac and tivo enthusiasts everywhere.andquot;i wonder how apple now feels about having sold tivo boxes in apple retail stores. for all of you tivo / mac users out there gnashing your teeth and cursing tivo i advise that you sell on ebay and look into buying replaytv. ,885,3,0,5, http://www.tuaw.com/2005/04/14/think-different-about-tivo/#comments ,http://www.tuaw.com/2005/04/14/think-different-about-tivo/,,
rumor mill: new power mac g5  imac g5  emac specs ,Apr 14 2005 12:00AM,c.k. sample,rumors , psst! think secret boldly ignoring recent lawsuits from apple is on the rumor-ball releasing a whole slew of specs on products that apple hasnt announced yet.andnbsp; nothing too out of the ordinary; no iphone or video ipod.andnbsp; however think secret does say that andquot;highly reliable sourcesandquot; have said that these new revved up machines will be announced alongside the release of tiger and perhaps the biggest surprise they decided to continue the emac even with better smaller machines like the mac mini out in the marketplace. check the link below for all the details. pass it on...[via engadget] ,615,1,0,2, http://www.tuaw.com/2005/04/14/rumor-mill-new-power-mac-g5-imac-g5-emac-specs/#comments ,http://www.tuaw.com/2005/04/14/rumor-mill-new-power-mac-g5-imac-g5-emac-specs/,,
make firefox more like safari ,Apr 14 2005 12:00AM,c.k. sample,software:&:hacks , this may solve a few of the issues laurie has with firefox. hicksdesign points to a firefox extension that makes the tabs in firefox look and behave more like the tabs in safari. hicks also includes a few hacks to the extension: ones a fix to hide the old tab-bar close button another to tweak the position of the close button and another to get rid of favicons in the tabs.andnbsp; cool.update: even better download the safarish theme use it with the extension that hicks mentions and include his hacks to the extension. ,523,2,0,8, http://www.tuaw.com/2005/04/14/make-firefox-more-like-safari/#comments ,http://www.tuaw.com/2005/04/14/make-firefox-more-like-safari/,,
who cares about george w bushs ipod... what does james bond groove on? ,Apr 14 2005 12:00AM,laurie a. duncan,humor:&:ipod family:&:its , the independent asked 12 celebrities to hit their ipod shuffle button in order to reveal their musical tastes.what they neglected to ask was andquot;are you actually a celebrity as far as anyone outside the uk is concerned?andquot; the answer for everyone but sean connery would have been andquot;no.andquot; when i think british celebrity i think jeremy irons yummy michael caine... not lembit opik? oh well.heres a sampling of what 007 listens to - and perhaps even what he sings in the shower to - when hes not sipping martinis.billie holiday classical music sibelius mairi campbell and david francis rendition of andquot;auld lang syneandquot;andnbsp; rod stewart i never would have guessed that and andquot;mack the knifeandquot; as sung by bobbie darin.expect rod stewarts record sales to skyrocket now that it has been revealed that andquot;bond. james bondandquot; is a fan.[via macworld uk | huge thanks to c.k. for the crafty photoshop work] ,953,2,0,4, http://www.tuaw.com/2005/04/14/who-cares-about-george-w-bushs-ipod/#comments ,http://www.tuaw.com/2005/04/14/who-cares-about-george-w-bushs-ipod/,,
joe andamp; sally like wordpress ,Apr 14 2005 12:00AM,c.k. sample, iii,cool tools:&:how-tos:&:tips and tricks , im jumping ahead a bit here but i thought id go ahead and mention my favorite blogging platform: wordpress.andnbsp; wordpress is built on php and mysql so you will need a hosting plan for your site that supports both these systems but wordpress itself is free highly customizable and prides itself on its famous 5 minute installation. even better there is a very active community behind the product and a lot of wordpress users are mac os x-savvy.there are a slew of available templates for wordpress and if you want to design your own template then youll probably be interested in dissecting one of the default themes. if youve been running your blog on blogger and want to try to switch to wordpress theres a tutorial on how to accomplish this. some people have adapted wordpress as a personal information manager and it is possible to create a local installation on your mac to testflight changes before updating the publicly hosted version. i run my personal site on wordpress and absolutely love it. give it a shot. ,1022,7,0,2, http://www.tuaw.com/2005/04/14/joe-and-sally-like-wordpress/#comments ,http://www.tuaw.com/2005/04/14/joe-and-sally-like-wordpress/,
when was your mac born? ,Apr 14 2005 12:00AM,laurie a. duncan,hardware:&:cool tools:&:tips and tricks:&:odds and ends , i learned this tip a while ago but was recently reminded of it in one of small dogs tech tails newsletters. i thought id share it with those of you who may be curious about what secrets are hidden in your macs serial number.you might think those numbers and letters are random but each one actually contains vital info about your computer. deciphering the code reasonably simple. the alphabetic prefix consists of one or two letters designating a factory code such as:f: fremont california usack: cork irelandsg or e: singaporeuv: taiwanqt: taiwan quanta factory w8: shanghai chinapt: koreathere are others but i dont have a complete list. perhaps i will when the comments pour in!  one of my cubes for example has a serial number of sg0331fsk59 so i know it was manufactured in singapore. ,791,1,8,38, http://www.tuaw.com/2005/04/14/when-was-your-mac-born/#comments ,http://www.tuaw.com/2005/04/14/when-was-your-mac-born/,,
what widgets will you want ,Apr 14 2005 12:00AM,scott mcnulty,os , dashboard has the sameandnbsp; wowandnbsp; factor that exposandeacute; bought to panther. however there are some people out there that are far from impressed from apples initial stable of widgets and i have to agree. i am looking forward to the weather widget but other than that there isnt much to write home about.new damage has a few widgets that he would like to see created:rss readera wikipedia lookup and viewer toolvoip widgetwhiteboardpocket recorder  this is a good start i think but the only one from this list that excited me is the wikipedia client. what do you think is the killer widget? ,604,4,0,16, http://www.tuaw.com/2005/04/14/what-widgets-will-you-want/#comments ,http://www.tuaw.com/2005/04/14/what-widgets-will-you-want/,,
blogassist ,Apr 14 2005 12:00AM,scott mcnulty,software , blogging for tuaw isnt easy.andnbsp; it takes hours to separate the wheat from the chaff of the mac web.andnbsp; after weandnbsp; get the stories that we want to cover the real difficult part begins. how can i make this story interesting for the great readers of tuaw more often than not i cant but i post it anyway.not to mention the fact that we need to deal with html by linking to things bolding items and things of the like. i was seriously thinking of hiring an intern who would earn only my everlasting gratitude. just before i could place the ad for an intern on craigslist i discovered blogassist from dejal makers of simon and narrator just to name a few.this handy system menu allows you to apply various tags to text that has been copied to the clipboard. this means you can copy a url from safari and then click the web link item and the text is replaced with the appropriate html.simple but effective. ,917,4,0,10, http://www.tuaw.com/2005/04/14/blogassist/#comments ,http://www.tuaw.com/2005/04/14/blogassist/,,
